,mean,stdev,Prob1_mean,Prob1_stdev
0,0.0,0.0,0.10605496056377887,0.06510364415363376
1,0.0,0.0,0.17478773668408393,0.10301191435240961
2,0.0,0.0,0.06417861841619014,0.03416944531665677
3,0.0,0.0,0.08375355359166861,0.04755644190821135
4,0.0,0.0,0.06411514431238174,0.0334063452588705
5,0.0,0.0,0.13418691754341125,0.0956376985168994
6,0.0,0.0,0.1524117708206177,0.08340142167028654
7,0.0,0.0,0.13091182857751846,0.07501645106559729
8,0.0,0.0,0.06417861841619014,0.03416944531665677
9,0.0,0.0,0.09437349475920201,0.040346739648913714
10,0.0,0.0,0.06417861841619014,0.03416944531665677
11,0.0,0.0,0.08931632153689861,0.046295241168663515
12,0.0,0.0,0.21447485610842704,0.0951477941609655
13,0.0,0.0,0.1369652844965458,0.09396658273889465
14,0.0,0.0,0.08901108335703611,0.05065282174041457
15,0.0,0.0,0.06620532460510731,0.03802711618964916
16,0.1,0.31622776601683794,0.3075598642230034,0.12506392361775398
17,0.0,0.0,0.15036612674593924,0.08538986231854022
18,0.0,0.0,0.08996113948523998,0.03506299951521104
19,0.0,0.0,0.1917811132967472,0.1260825206298228
20,0.0,0.0,0.1516017120331526,0.0729733471538259
21,0.0,0.0,0.10605496056377887,0.06510364415363376
22,0.0,0.0,0.14997489973902703,0.079417154112699
23,0.0,0.0,0.0560346107929945,0.029437630768260312
24,0.0,0.0,0.06620532460510731,0.03802711618964916
25,0.0,0.0,0.10346439816057681,0.06372124449017695
26,0.0,0.0,0.09925714433193207,0.07826673141984415
27,0.0,0.0,0.1516017120331526,0.0729733471538259
28,0.0,0.0,0.28504499346017836,0.09884098530269535
29,0.0,0.0,0.08966064006090164,0.04094234185192676
30,0.0,0.0,0.15091563239693642,0.0797784537193796
31,0.0,0.0,0.14455734752118587,0.07200078426219864
32,0.0,0.0,0.0898100983351469,0.036917983561928734
33,0.0,0.0,0.1324228834360838,0.06529947585997264
34,0.0,0.0,0.10763278640806676,0.07483367055689502
35,0.0,0.0,0.08393008168786764,0.047304537082661614
36,0.0,0.0,0.09192918650805951,0.04109065488867391
37,0.0,0.0,0.10346439816057681,0.06372124449017695
38,0.0,0.0,0.20061203464865685,0.09563969621541939
39,0.0,0.0,0.14350653104484082,0.09580793614477977
40,0.0,0.0,0.13778022788465022,0.09308976386682026
41,0.0,0.0,0.06417861841619014,0.03416944531665677
42,0.0,0.0,0.09005340300500393,0.03521880504194919
43,0.0,0.0,0.14455734752118587,0.07200078426219864
44,0.0,0.0,0.1054768193513155,0.06322494592426417
45,0.0,0.0,0.2257177323102951,0.11367952785928293
46,0.0,0.0,0.21321929544210433,0.11632282942665687
47,0.0,0.0,0.06417861841619014,0.03416944531665677
48,0.0,0.0,0.06113620065152645,0.043332469410942494
49,0.0,0.0,0.1761109046638012,0.10321951010817598
50,0.0,0.0,0.06411514431238174,0.0334063452588705
51,0.0,0.0,0.09005340300500393,0.03521880504194919
52,0.0,0.0,0.06614185050129891,0.03734675822797883
53,0.0,0.0,0.14510670490562916,0.0728273462216991
54,0.0,0.0,0.0560346107929945,0.029437630768260312
55,0.0,0.0,0.13689062930643559,0.07116714072291652
56,0.1,0.31622776601683794,0.28553266227245333,0.11219863770741757
57,0.0,0.0,0.08966064006090164,0.04094234185192676
58,0.0,0.0,0.08999984748661519,0.03954350584605862
59,0.0,0.0,0.10605496056377887,0.06510364415363376
60,0.0,0.0,0.10346439816057681,0.06372124449017695
61,0.0,0.0,0.06411514431238174,0.0334063452588705
62,0.0,0.0,0.15127087347209453,0.07594922367400353
63,0.0,0.0,0.14756568633019923,0.07429554547388048
64,0.0,0.0,0.17478773668408393,0.10301191435240961
65,0.0,0.0,0.14455734752118587,0.07200078426219864
66,0.0,0.0,0.10605496056377887,0.06510364415363376
67,0.0,0.0,0.1040425393730402,0.06560543551460399
68,0.0,0.0,0.14455734752118587,0.07200078426219864
69,0.0,0.0,0.06302311532199383,0.03281648683727826
70,0.0,0.0,0.1054768193513155,0.06322494592426417
71,0.0,0.0,0.07549008745700121,0.03840899313436857
72,0.3,0.48304589153964794,0.46808917373418807,0.15909901306364652
73,0.0,0.0,0.06099052131175995,0.04145988207313654
74,0.0,0.0,0.09192918650805951,0.04109065488867391
75,0.0,0.0,0.06417861841619014,0.03416944531665677
76,0.0,0.0,0.1515356320887804,0.08055494053593744
77,0.0,0.0,0.08659741953015328,0.04326633674275189
78,0.0,0.0,0.2219592012465,0.10032623311057001
79,0.0,0.0,0.1516017120331526,0.0729733471538259
80,0.0,0.0,0.14455734752118587,0.07200078426219864
81,0.0,0.0,0.0898100983351469,0.036917983561928734
82,0.0,0.0,0.09004643298685551,0.04544691119739662
83,0.0,0.0,0.14727019034326078,0.06892400389533568
84,0.0,0.0,0.1040425393730402,0.06560543551460399
85,0.0,0.0,0.12680367045104504,0.08950248487220255
86,0.0,0.0,0.19256799146533013,0.12613800148528095
87,0.0,0.0,0.08805937431752682,0.03327112112915419
88,0.0,0.0,0.1448881860822439,0.06889030058964943
89,0.0,0.0,0.06620532460510731,0.03802711618964916
90,0.0,0.0,0.08996113948523998,0.03506299951521104
91,0.0,0.0,0.06417861841619014,0.03416944531665677
92,0.0,0.0,0.09137139841914177,0.0415888407568842
93,0.1,0.31622776601683794,0.28553266227245333,0.11219863770741757
94,0.0,0.0,0.22215866819024085,0.09975680203712033
95,0.0,0.0,0.0898100983351469,0.036917983561928734
96,0.0,0.0,0.13591357097029685,0.0966979681744821
97,0.0,0.0,0.07590425591915846,0.03928348852523868
98,0.0,0.0,0.06620532460510731,0.03802711618964916
99,0.0,0.0,0.1437868531793356,0.07171767072583239
100,0.0,0.0,0.10763278640806676,0.07483367055689502
101,0.0,0.0,0.0607614766806364,0.04371503055420486
102,0.0,0.0,0.09004643298685551,0.04544691119739662
103,0.0,0.0,0.1040425393730402,0.06560543551460399
104,0.0,0.0,0.17478773668408393,0.10301191435240961
